id,name,headshot_url,profession,specialty,event_title
781,Dr. Irina F. F. Dragan,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-DraganI.jpg,"DDS, DMD, MS, eMBA",Periodontology & Business Management,AAP 111th Annual Meeting 2025
748,Dr. Istvan Urban,/api/placeholder/150/150,"DMD, MD, PhD",Periodontology,AAP 111th Annual Meeting 2025
775,Dr. Jack G. Caton,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-CatonJ.jpg,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
501,Dr. James Anderson,https://dentistinbosquefarms.com/wp-content/uploads/2022/01/James_Anderson.jpeg,Department Chair,Periodontics,AAP 111th Annual Meeting 2025
701,Dr. Jeffrey A. Rossmann,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-RossmannJ.jpg,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
730,Dr. Jennifer Bain,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BainJ.jpg,"DMD, PhD, MSPH",Periodontology,AAP 111th Annual Meeting 2025
785,Dr. Jennifer H. Doobrow,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-DoobrowJ.jpg,DMD,Periodontology,AAP 111th Annual Meeting 2025
833,Dr. Joan Otomo Corgel,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-OtomoCorgelJ.jpg,"DDS, MPH",Periodontology & Public Health,AAP 111th Annual Meeting 2025
834,Dr. John A. Svirsky,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SvirskyJ.jpg,"DDS, MEd",Oral Pathology & Oral Medicine,AAP 111th Annual Meeting 2025
760,Dr. Jonathan Tai,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-TaiJ.jpg,DDS,Periodontology,AAP 111th Annual Meeting 2025
790,Dr. Karl Jepsen,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-JepsenK.jpg,PhD,Periodontology Research,AAP 111th Annual Meeting 2025
837,Dr. Kayleigh E. Temple,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-TempleK.jpg,"DDS, MA, MS",Periodontology & Dental Hygiene Education,AAP 111th Annual Meeting 2025
503,Dr. Kevin Brown,https://cdcssl.ibsrv.net/ibimg/smb/300x374_80/webmgr/0t/c/s/dr-20brown.jpg.webp?ea29e1763a9c0aee52e3eeccfef42e9e,Clinical Professor,Periodontics,AAP 111th Annual Meeting 2025
862,Dr. Kumar Subramanian,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SubramanianK.jpg,"DDS, MSD",Periodontal Surgery & Interdisciplinary Treatment,AAP 111th Annual Meeting 2025
500,Dr. Laura Williams,https://static.royacdn.com/Site-0a07c7e4-f25c-4204-87f7-5fb75b7f8eda/staff1.jpg,Professor,Periodontics,AAP 111th Annual Meeting 2025
824,Dr. Lea Hachem,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-HachemL(2).jpg,"DDS, MS, FICD",Periodontology & Implant Surgery,AAP 111th Annual Meeting 2025
827,Dr. Liliana E. Aranguren,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-ArangurenL.jpeg.jpg,"DDS, MDSc",Periodontology & Clinical Innovation,AAP 111th Annual Meeting 2025
504,Dr. Lisa Taylor,https://dsva-vagov-prod-cms-files.s3.us-gov-west-1.amazonaws.com/styles/large/public/2023-11/OIP.jpg,Professor,Periodontics,AAP 111th Annual Meeting 2025
732,Dr. Lorenzo Tavelli,/api/placeholder/150/150,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
710,Dr. Lorenzo Tavelli,https://www.hsdm.harvard.edu/sites/default/files/styles/profile_image/public/people/profile-photos/lorenzo-tavelli.jpg?itok=9J5x2mW8,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
823,Dr. Lorenzo Tavelli,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-TavelliL.jpg,"DDS, MS, PhD",Periodontal Plastic Surgery & Implants,AAP 111th Annual Meeting 2025
727,Dr. Luciana M. Shaddox,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ShaddoxL.jpg,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
784,Dr. Maria Elisa Galarraga-Vinueza,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-Galarraga-VinuezaM.jpg,"DDS, MS, PhD",Periodontology & Implant Research,AAP 111th Annual Meeting 2025
778,Dr. Maria Emanuel Ryan,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-RyanM.jpg,"DDS, PhD",Periodontology & Research,AAP 111th Annual Meeting 2025
502,Dr. Maria Rodriguez,https://www.njspotlightnews.org/wp-content/uploads/sites/123/2023/07/Dr.-Maria-Rodrigez-2.jpg,Associate Professor,Periodontics,AAP 111th Annual Meeting 2025
801,Dr. Marie C. Schweinebraten,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-SchweinebratenM.jpg,DMD,Practice Management & Insurance,AAP 111th Annual Meeting 2025
725,Dr. Massimo Costalonga,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-CostalongaM.jpg,"PhD, DMD",Periodontology,AAP 111th Annual Meeting 2025
749,Dr. Matthew Fien,/api/placeholder/150/150,DDS,Periodontology,AAP 111th Annual Meeting 2025
768,Dr. Mia L. Geisinger,https://www.conferenceharvester.com/uploads/harvester/photos/cropUKPOSZGO-Presenter-GeisingerM(1).jpg,"DDS, MS",Periodontology - AAP President,AAP 111th Annual Meeting 2025
774,Dr. Michael K. McGuire,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-McGuireM(2).jpg,DDS,Periodontology,AAP 111th Annual Meeting 2025
814,Dr. Michael K. McGuire,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-McGuireM(2).jpg,DDS,Periodontology & Regenerative Medicine,AAP 111th Annual Meeting 2025
751,Dr. Michael Pikos,/api/placeholder/150/150,DDS,Periodontology,AAP 111th Annual Meeting 2025
800,Dr. Michael Richard Ragan,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-RaganM.jpg,"DMD, JD, LLM",Periodontology & Legal Practice,AAP 111th Annual Meeting 2025
513,Dr. Michael Sterling,https://www.emedevents.com/speaker-profile/_next/image?url=https%3A%2F%2Fstatic.emedevents.com%2Fuploads%2Fspeakers%2F200%2Fe19de992a5996feda3b7478a7e42fc31.png&w=256&q=70,Periodontist & Sedation Specialist,Anxiety Management,AAP 111th Annual Meeting 2025
737,Dr. Miles Madison,/api/placeholder/150/150,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
848,Dr. Monica P. Gibson,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-GibsonM.jpg,"BDS, PhD, MS, FRCDC",Periodontal Education & Research,AAP 111th Annual Meeting 2025
720,Dr. Muhammad H. Saleh,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SalehM.jpg,"BDS, MSD, MS",Periodontology,AAP 111th Annual Meeting 2025
807,Dr. Muhammad H. Saleh,https://www.conferenceharvester.com/uploads/harvester/photos/cropNQLAASYT-Presenter-SalehM.jpg,"BDS, MSD, MS",Periodontology & Digital Technology,AAP 111th Annual Meeting 2025
810,Dr. Nada Souccar,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-SouccarN.jpg,"DDS, MS",Periodontology & Orthodontics,AAP 111th Annual Meeting 2025
739,Dr. Nikolaos Soldatos,/api/placeholder/150/150,"DDS, MSD, PhD",Periodontology,AAP 111th Annual Meeting 2025
864,Dr. Oliver Pin-Harry,http://am2024.perio.org/wp-content/uploads/sites/8/2024/09/AAPLogobw.png,"DDS, MS, Cert. Prostho, FRCD(C)",Prosthodontics & Interdisciplinary Care,AAP 111th Annual Meeting 2025
758,Dr. Owais A. Farooqi,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-FarooqiO.jpg,"DDS, MDS, MPH, FACHE",VA Periodontology,AAP 111th Annual Meeting 2025
706,Dr. Panos N. Papapanou,https://dynl.mktgcdn.com/p/x60gAQUFKHuxI6xIPehOtiBnpJ86sS3XlTvJggv08_U/198x198.png,DDS,Periodontology,AAP 111th Annual Meeting 2025
825,Dr. Paul Fugazzotto,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-FugazzottoP.jpg,DDS,Periodontology & Implant Reconstruction,AAP 111th Annual Meeting 2025
820,Dr. Paul S. Rosen,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-RosenP(3).jpg,"DMD, MS",Periodontology & Regenerative Surgery,AAP 111th Annual Meeting 2025
777,Dr. Paul S. Rosen,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-RosenP(3).jpg,"DMD, MS",Periodontology & Implant Dentistry,AAP 111th Annual Meeting 2025
747,Dr. Paul S. Rosen,/api/placeholder/150/150,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
866,Dr. Peter C. Fritz,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-FritzP.jpg,"DDS, PhD, MBA, B.Sc., F.R.C.D.(C)., LLM",Periodontics & Practice Management,AAP 111th Annual Meeting 2025
799,Dr. Peter C. Fritz,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-FritzP.jpg,"DDS, PhD, MBA, B.Sc., F.R.C.D. (C)., LLM",Periodontology & Legal Medicine,AAP 111th Annual Meeting 2025
836,Dr. Peter T. Green,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-GreenP.jpg,"DMD, MS, Diplomate ABOMR",Oral & Maxillofacial Radiology,AAP 111th Annual Meeting 2025
750,Dr. Phil Walton,/api/placeholder/150/150,"DDS, MMSc, FRCD(C)",Periodontology,AAP 111th Annual Meeting 2025
738,Dr. Philip Kang,/api/placeholder/150/150,DDS,Periodontology,AAP 111th Annual Meeting 2025
795,Dr. Pierpaolo Cortellini,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-CortelliniP.jpg,"DMD, DDS",Periodontology & Regeneration,AAP 111th Annual Meeting 2025
717,Dr. Purnima Kumar,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-KumarP.jpg,"DDS, PhD",Periodontology,AAP 111th Annual Meeting 2025
817,Dr. Purnima Kumar,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-KumarP.jpg,PhD,Periodontology & Microbiology Research,AAP 111th Annual Meeting 2025
857,Dr. Purnima Kumar,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-KumarP.jpg,PhD,Microbiology & Periodontal Research,AAP 111th Annual Meeting 2025
789,Dr. Purnima Kumar,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-KumarP.jpg,PhD,Microbiology & Periodontology,AAP 111th Annual Meeting 2025
746,Dr. Rafael Siqueira,/api/placeholder/150/150,"DDS, MS, PhD",Periodontology,AAP 111th Annual Meeting 2025
809,Dr. Ramzi V. Abou-Arraj,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-AbouArrajR.jpg,"DDS, MS",Periodontology & Orthodontics,AAP 111th Annual Meeting 2025
840,Dr. Ramzi V. Abou-Arraj,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-AbouArrajR.jpg,"DDS, MS",Periodontology & Implant Dentistry,AAP 111th Annual Meeting 2025
830,Dr. Ricardo Kern,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-KernR.jpg,MSD Sr.,Esthetic Implantology & Prosthodontics,AAP 111th Annual Meeting 2025
779,Dr. Richard Darveau,https://www.conferenceharvester.com/uploads/harvester/photos/HDWHWLCJ-Presenter-DarveauR(1).jpg,"MS, PhD",Microbiology & Immunology,AAP 111th Annual Meeting 2025
794,Dr. Rino Burkhardt,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BurkhardtR.jpg,MAS,Microsurgical Periodontology,AAP 111th Annual Meeting 2025
803,Dr. Robert S. Lewando,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-LewandoR(2).jpg,"DDS, MBA",Practice Management & Insurance,AAP 111th Annual Meeting 2025
852,Dr. Rocio Beatriz Quinonez,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-QuinonezR.jpg,"DMD, MS, MPH",Periodontal Education & Public Health,AAP 111th Annual Meeting 2025
805,Dr. Roger Arce,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-ArceR.jpg,"DDS, MS, PhD",Periodontology & Research,AAP 111th Annual Meeting 2025
815,Dr. Samuel Lynch,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-LynchS.jpeg.jpg,"DMD, DMSc",Translational Medicine & Entrepreneurship,AAP 111th Annual Meeting 2025
861,Dr. Sandra Stuhr,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-StuhrS.jpg,"DMD, MS",Periodontal-Prosthodontic Interdisciplinary Care,AAP 111th Annual Meeting 2025
742,Dr. Sascha Jovanovic,/api/placeholder/150/150,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
846,Dr. Satish S. Kumar,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-KumarS.jpg,"DMD, MDSc, MS",Periodontal Education & Clinical Training,AAP 111th Annual Meeting 2025
769,Dr. Sejal Thacker,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ThackerS.jpeg.jpg,"DDS, MDSc",Periodontology,AAP 111th Annual Meeting 2025
718,Dr. Sejal Thacker,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ThackerS.jpeg.jpg,"DDS, MDSc",Periodontology,AAP 111th Annual Meeting 2025
829,Dr. Sejal Thacker,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ThackerS.jpeg.jpg,"DDS, MDSc",Periodontology & Esthetic Implantology,AAP 111th Annual Meeting 2025
847,Dr. Sejal Thacker,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ThackerS.jpeg.jpg,"DDS, MDSc",Periodontal Education & Clinical Assessment,AAP 111th Annual Meeting 2025
786,Dr. Sharon R. Bannister,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BannisterS.jpg,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
722,Dr. Shayan Barootchi,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BarootchiS.jpg,"DMD, MS",Periodontology,AAP 111th Annual Meeting 2025
743,Dr. Shayan Barootchi,/api/placeholder/150/150,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
856,Dr. Shayan Barootchi,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BarootchiS.jpg,"DMD, MS",Periodontal Regeneration & Implant Therapy,AAP 111th Annual Meeting 2025
787,Dr. Stephanie Ganter,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-GanterS.jpg,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
832,Dr. Stephen J. Chu,https://www.conferenceharvester.com/uploads/harvester/photos/cropUKPOSZGO-Presenter-ChuS.jpg,"DMD, MSD",Prosthodontics & Esthetic Dentistry,AAP 111th Annual Meeting 2025
709,Dr. Steve D. Shufflebarger,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ShufflebargerS.jpg,DDS,Sedation Dentistry,AAP 111th Annual Meeting 2025
780,Dr. Sukirth M. Ganesan,https://www.conferenceharvester.com/uploads/harvester/photos/cropUKPOSZGO-Presenter-GanesanS.jpg,"DDS, PhD",Periodontology & Research,AAP 111th Annual Meeting 2025
772,Dr. Susan Somerset,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-SomersetS.jpeg,"DMD, PharmD, MS",Periodontology & Pharmacology,AAP 111th Annual Meeting 2025
782,Dr. Theo Katsaros,"","DDS, MSD, FRCD(C)",Periodontology,AAP 111th Annual Meeting 2025
735,Dr. Todd Scheyer,/api/placeholder/150/150,"DDS, MS",Periodontology,AAP 111th Annual Meeting 2025
859,Dr. Vinay M. Bhide,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BhideV.jpg,"DDS, MSc, FRCDC",Periodontal Surgery & Ridge Augmentation,AAP 111th Annual Meeting 2025
831,Dr. Vivianne Chappuis,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ChappuisV.jpg,DMD,Oral Surgery & Esthetic Implantology,AAP 111th Annual Meeting 2025
841,Dr. Véronique Benhamou,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-BenhamouV.jpeg.jpg,"BSc, DDS, Cert.Perio",Periodontology & Systemic Health,AAP 111th Annual Meeting 2025
740,Dr. Véronique Benhamou,/api/placeholder/150/150,"BSc, DDS, Cert. Perio.",Periodontology,AAP 111th Annual Meeting 2025
711,Dr. Wenche S. Borgnakke,https://iqs.sydney/wp-content/uploads/Wenche-Borgnakke.png,"DDS, MPH, PhD",Periodontal Medicine,AAP 111th Annual Meeting 2025
699,Dr. William V. Giannobile,https://www.hsdm.harvard.edu/sites/g/files/omnuum6001/files/styles/hwp_4_5__480x600/public/2024-07/Dean-Giannoible.jpg?itok=FO2NCzev,"DDS, DMSc",Regenerative Medicine & Periodontology,AAP 111th Annual Meeting 2025
798,Dr. William Victor Giannobile,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-GiannobileW.jpg,"DDS, MS, DMSc",Periodontology & Regenerative Medicine,AAP 111th Annual Meeting 2025
854,Dr. William Victor Giannobile,https://www.conferenceharvester.com/uploads/harvester/photos/cropKHKLCXQR-Presenter-GiannobileW.jpg,"DDS, MS, DMSc",Periodontal Regeneration & Tissue Engineering,AAP 111th Annual Meeting 2025
850,Dr. Yota Stathopoulou,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-StathopoulouY.jpg,"DDS, DMD, PhD",Periodontal Education & Progressive Learning,AAP 111th Annual Meeting 2025
708,Dr. Yusuke Hamada,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-HamadaY.jpg,"DDS, MSD",Sedation Dentistry,AAP 111th Annual Meeting 2025
752,Dr. Zeeshan Sheikh,/api/placeholder/150/150,"BDS, MSc, M.Perio, PhD, FIADFE, FRCDC, Dip-ABP",Periodontology,AAP 111th Annual Meeting 2025
855,George Mandelaris,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-MandelarisG.jpg,"DDS, MS",Periodontal Surgery & Implant Dentistry,AAP 111th Annual Meeting 2025
839,Katrina M. Sanders,https://www.conferenceharvester.com/uploads/harvester/photos/cropHCGVAHTN-Presenter-SandersK.jpg,"RDH, BSDH, M.Ed, RF",Dental Hygiene & Patient Communication,AAP 111th Annual Meeting 2025
843,Kelly Turner,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-TurnerK.jpg,"PME, BA(Kin), RDH",Dental Hygiene & Periodontal Assessment,AAP 111th Annual Meeting 2025
766,LT Jin Hwang,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-HwangL.jpeg.jpg,DMD,Navy Periodontology,AAP 111th Annual Meeting 2025
764,LT Nathan Kobold,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-KoboldL.jpeg.jpg,DDS,Navy Periodontology,AAP 111th Annual Meeting 2025
765,LT Sofia Thompson,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ThompsonL.jpeg.jpg,DMD,Navy Periodontology,AAP 111th Annual Meeting 2025
756,MAJ Toria Koutras,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-KoutrasM.jpg,DMD,Military Periodontology,AAP 111th Annual Meeting 2025
828,Michelle Flesch,http://am2024.perio.org/wp-content/uploads/sites/8/2024/09/AAPLogobw.png,RDH,Dental Coding & Reimbursement,AAP 111th Annual Meeting 2025
802,Michelle Flesch,http://am2024.perio.org/wp-content/uploads/sites/8/2024/09/AAPLogobw.png,RDH,Dental Hygiene & Insurance Processing,AAP 111th Annual Meeting 2025
845,Michelle Flesch,http://am2024.perio.org/wp-content/uploads/sites/8/2024/09/AAPLogobw.png,RDH,Medical Billing & Insurance Coding,AAP 111th Annual Meeting 2025
867,Michelle Strange,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-StrangeM(2).jpg,"MSDH, RDH, CDIPC",Dental Hygiene & Patient Communication,AAP 111th Annual Meeting 2025
816,Natalyn Lewis,https://www.conferenceharvester.com/uploads/harvester/photos/HDWHWLCJ-Presenter-LewisN(1).png,Legal & Financial Consultant,Asset Protection & Tax Strategy,AAP 111th Annual Meeting 2025
694,Prof. Anton Sculean,https://www.leading-medicine-guide.com/images/experts/photos/anton-sculean-bern_1920x1080.jpg,"DMD, PhD",Periodontology,AAP 111th Annual Meeting 2025
693,Prof. Frank Schwarz,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTE8w5IvaUHWD62fcnvmSuEug5Woezt9YnArw&s,DDS,Oral Surgery & Implantology,AAP 111th Annual Meeting 2025
818,Prof. Lior Shapira,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-ShapiraL(2).jpg,Professor,Periodontology & International Research,AAP 111th Annual Meeting 2025
696,Prof. Mariano Sanz,https://www.quintessence-publishing.com/people/profilepictures/3337691/image-thumb__3337691__compress/mariano-sanz@2x.2bf7b1cb.jpg,"MD, DDS, PhD",Periodontology,AAP 111th Annual Meeting 2025
692,Prof. Nikolaos Donos,https://www.qmul.ac.uk/dentistry/media/dentistry/new/people/CW6A4642.jpg,PhD,Periodontology & Implant Dentistry,AAP 111th Annual Meeting 2025
700,Prof. Tord Berglundh,https://www.gu.se/sites/default/files/styles/profile_large/public/2021-03/tord_berglundh.jpg,"DDS, PhD",Periodontology & Implantology,AAP 111th Annual Meeting 2025
697,Prof. Wim Teughels,https://wmimages.uzleuven.be/styles/e22cb3eafdd54a57844ed34d1de56912a49c9848/2020-04/Wim%20Teughels.jpg?style=W3sicmVzaXplIjp7ImZpdCI6Imluc2lkZSIsIndpZHRoIjoxMjAwLCJoZWlnaHQiOjYzMCwid2l0aG91dEVubGFyZ2VtZW50Ijp0cnVlfX1d&sign=345595ec97b0cffa8d4e93f059d8c4fc2f994d7070f1a3bc301d851a78eab543,"DDS, PhD",Periodontology & Oral Microbiology,AAP 111th Annual Meeting 2025
770,Ricardo Kern,https://www.conferenceharvester.com/uploads/harvester/photos/cropNCWBZCVN-Presenter-KernR.jpg,MSD Sr.,Periodontology,AAP 111th Annual Meeting 2025
715,Tiffany Dufu,https://media.licdn.com/dms/image/v2/D4E03AQEEx8VFgmnSMQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1694006232183?e=2147483647&v=beta&t=ifsDtrStVB-Ia72KTJEddgv7UPKLQUcd5mqqHdC1Szs,"President, Tory Burch Foundation",Leadership & Entrepreneurship,AAP 111th Annual Meeting 2025
469,Tiffany Dufu,https://media.licdn.com/dms/image/v2/D4E03AQEEx8VFgmnSMQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1694006232183?e=2147483647&v=beta&t=ifsDtrStVB-Ia72KTJEddgv7UPKLQUcd5mqqHdC1Szs,"President, Tory Burch Foundation",Leadership and Entrepreneurship,AAP 111th Annual Meeting 2025
767,Tiffany Dufu,https://www.conferenceharvester.com/uploads/harvester/photos/cropHDWHWLCJ-Presenter-DufuT.jpg,Leadership Expert,Executive Leadership & Personal Development,AAP 111th Annual Meeting 2025
537,Arian B. Deutsch,https://images.squarespace-cdn.com/content/v1/546fe977e4b02d59e25244fa/1626541279606-9VZA97GYNVGM6CWFP1MN/DSC_40465.jpg,Prosthodontist,Prosthodontics & Removable Prosthetics,ACP 2025 Annual Session
667,"Arian B. Deutsch, CDT",https://www.prosthodontics.org/assets/speakers/deutsch-arian.jpg,Certified Dental Technician,Dental Technology,ACP 2025 Annual Session
677,"Avinash Bidra, BDS, MS, FACP",https://facultydirectory.uchc.edu/photo/7163,Professor and Chair,Prosthodontics,ACP 2025 Annual Session
676,"Benjamin Pliska, DDS, MS, FRCD(C)",https://images.squarespace-cdn.com/content/v1/5c8732f7348cd91016ef26de/1583185110300-6IOW3HDHPXVMKMDJXJOB/TheCollectiveYou-DigitalMasters-Saldarriaga-Nov03-07.jpg,Clinical Professor,Sleep Medicine,ACP 2025 Annual Session
684,"Charles Goodacre, DDS, MSD, FACP",https://www.prosthodontics.org/assets/speakers/goodacre-charles.jpg,Distinguished Professor,Prosthodontics,ACP 2025 Annual Session
686,"Darin Dichter, DMD",https://www.speareducation.com/images/content/faculty/profile-photos/photos/49.jpg?t=20250730020249,Private Practice,Prosthodontics,ACP 2025 Annual Session
671,"Douglas Benting, DDS, MS, FACP",https://www.prosthodontics.org/assets/speakers/benting-douglas.jpg,ACP President,Prosthodontics,ACP 2025 Annual Session
527,Dr. Avinash Bidra,https://facultydirectory.uchc.edu/photo/7163,Clinical Professor,Prosthodontics & Maxillofacial Prosthodontics,ACP 2025 Annual Session
523,Dr. Benjamin Pliska,https://secure.dentistry.ubc.ca/intranet/public/picnotavail.jpg,Associate Professor,Orthodontics & Sleep Medicine,ACP 2025 Annual Session
536,Dr. Douglas Benting,https://www.speareducation.com/images/content/faculty/profile-photos/photos/46.jpg?t=20250730071924,ACP President,Prosthodontics,ACP 2025 Annual Session
530,Dr. Ed McLaren,https://edmclaren.com/store/1/Main/Ed-McLaren.jpg,"Former Professor, UCLA School of Dentistry",Prosthodontics & Esthetic Dentistry,ACP 2025 Annual Session
538,Dr. Eva Boldridge,https://cdn.prod.website-files.com/65bf60bac7b81fa3f8d2cc49/65bf65d272f3bcdbfa15faf4_Doctor%20(3).webp,Prosthodontist,Digital Prosthodontics & Removable Prosthetics,ACP 2025 Annual Session
525,Dr. John Sorensen,https://dental.washington.edu/nitropack_static/OzRdaOlZOlesdjvmzRstSVMVojzDUFVx/assets/images/optimized/rev-c702e69/dental.washington.edu/wp-content/media/Sorensen.jpg,"Professor, Restorative Dentistry",Prosthodontics & Biomaterials,ACP 2025 Annual Session
533,Dr. Mariano Polack,https://cdcssl.ibsrv.net/ibimg/smb/400x500_80/webmgr/0t/i/o/dr-20polack20portrait20photo20lower20resolution20ideal20copy.jpg.webp?d9f94da41dfb7c418ab0a6b1e2f4982e,Prosthodontist,Prosthodontics & Implant Dentistry,ACP 2025 Annual Session
